# Official 通用规范汉字 readings from mozillazg/pinyin-data kTGHZ2013
# Frequency copied from the character unigram so alternate readings stay typeable.
du	15	蠹
du	1	厾
du	1	椟
du	1	牍
du	1	犊
du	1	芏
du	1	髑
du	1	黩
du	1	𬭊
duan	1985	短
duan	1855	段
duan	1767	断
duan	995	端
duan	99	耑
duan	11	缎
duan	5	锻
duan	1	塅
duan	1	椴
duan	1	煅
duan	1	瑖
duan	1	簖
dui	257560	对
dui	5925	队
dui	646	堆
dui	80	兑
dui	8	碓
dui	2	怼
dui	1	祋
dun	5334	盾
dun	2066	顿
dun	1055	蹲
dun	557	吨
dun	242	炖
dun	140	敦
dun	115	盹
dun	111	墩
dun	101	钝
dun	80	囤
dun	80	沌
dun	80	遁
dun	80	镦
dun	51	趸
dun	13	惇
dun	1	砘
dun	1	礅
dun	1	蹾
duo	83326	多
duo	5514	躲
duo	475	跺
duo	473	垛
duo	373	朵
duo	369	哆
duo	308	剁
duo	220	堕
duo	215	舵
duo	157	夺
duo	119	度
duo	95	驮
duo	80	剟
duo	80	惰
duo	80	掇
duo	80	踱
duo	77	哚
duo	65	咄
duo	48	铎
duo	1	㙍
duo	1	亸
duo	1	埵
duo	1	裰
duo	1	饳
e	107476	哦
e	21202	呃
e	5946	饿
e	2128	额
e	534	厄
e	433	鹅
e	429	恶
e	306	阿
e	229	俄
e	226	娥
e	162	峨
e	147	鳄
e	143	遏
e	111	蛾
e	80	垩
e	80	堨
e	80	姶
e	80	欸
e	62	屙
e	55	扼
e	25	颚
e	19	莪
e	19	萼
e	19	谔
e	19	鄂
e	18	讹
e	16	噩
e	16	轭
e	12	鹗
e	6	腭
e	5	锇
e	4	婀
e	2	愕
e	1	崿
e	1	涐
e	1	苊
e	1	锷
e	1	𥔲
e	1	𫫇
en	8482	恩
en	173	摁
en	6	蒽
er	73889	而
er	7751	二
er	2202	尔
er	2139	儿
er	712	洱
er	409	耳
er	277	贰
er	254	饵
er	144	陑
er	80	耏
er	56	咡
er	52	迩
er	22	铒
er	8	珥
er	1	鲕
er	1	鸸
fa	3591	发
fa	2843	法
fa	557	罚
fa	239	伐
fa	171	阀
fa	80	砝
fa	37	乏
fa	25	筏
fa	4	珐
fa	1	垡
fan	3779	犯
fan	2499	反
fan	2018	饭
fan	1849	烦
fan	1829	翻
fan	804	凡
fan	788	范
fan	284	返
fan	182	番
fan	152	帆
fan	120	藩
fan	109	梵
fan	98	贩
fan	80	泛
fan	80	燔
fan	80	繁
fan	13	矾
fan	13	钒
fan	11	氾
fan	6	幡
fan	5	樊
fan	2	蹯
fan	1	墦
fan	1	璠
fan	1	畈
fan	1	蘩
fan	1	𫔍
fan	1	𬸪
fang	22359	放
fang	2089	房
fang	980	方
fang	303	防
fang	123	芳
fang	80	仿
fang	80	枋
fang	80	蚄
fang	79	坊
fang	32	纺
fang	17	访
fang	13	肪
fang	3	妨
fang	2	舫
fang	2	钫
fang	2	鲂
fang	1	昉
fang	1	牥
fang	1	邡
fei	5307	飞
fei	3467	非
fei	1918	费
fei	746	菲
fei	738	肺
fei	697	肥
fei	659	废
fei	153	淝
fei	130	匪
fei	128	吠
fei	120	啡
fei	100	妃
fei	94	沸
fei	80	朏
fei	80	芾
fei	80	蜚
fei	79	斐
fei	31	剕
fei	22	扉
fei	11	绯
fei	5	腓
fei	4	诽
fei	4	霏
fei	1	悱
fei	1	棐
fei	1	榧
fei	1	狒
fei	1	痱
fei	1	篚
fei	1	翡
fei	1	镄
fei	1	鲱
fei	1	𬴂
fen	7245	分
fen	4749	份
fen	663	粉
fen	402	酚
fen	389	芬
fen	380	粪
fen	210	坟
fen	80	吩
fen	80	坋
fen	80	奋
fen	80	汾
fen	80	玢
fen	42	焚
fen	16	鲼
fen	7	愤
fen	6	氛
fen	5	纷
fen	4	忿
fen	3	偾
fen	1	棻
fen	1	棼
fen	1	瀵
fen	1	翂
fen	1	豮
fen	1	鼢
fen	1	𣸣
feng	15996	疯
feng	2456	风
feng	1433	讽
feng	1175	封
feng	608	冯
feng	580	缝
feng	542	奉
feng	265	蜂
feng	159	峰
feng	102	逢
feng	84	凤
feng	80	俸
